TOT_POP,White-alone pop,MEDHHINC_2018,Active Physicians per 100000 Population 2018 (AAMC),Total Hospitals (2019),Population Aged 60+,COUNTY_NAME,STATE_NAME,Obesity_prevalence,diabetes_prevalence,Percent_Pop_Aged_60_plus,Racial_Diversity_Index,Percent_Higher_Education,Minority_Population,Child_Poverty_Index
19790,18411,51724,240.4,1.278604907,4889,1444,41,31.5,10.0,25.52299140980293,1,41.47549267306721,1379,13.3
83209,78131,58057,287.0,1.198699269,19242,872,22,33.6,9.9,25.258085062913864,1,45.59362568952878,5078,12.85
37253,30962,57005,260.3,1.263090512,7788,750,18,34.7,12.8,21.735162268810566,2,30.582771857300084,6291,17.799999999999997
18794,18076,85899,230.9,0.441627678,3154,566,17,36.8,12.1,21.022666808555922,1,36.953282962647656,718,9.25
1770,1694,48574,239.2,0.085322516,546,1076,27,37.3,13.1,33.61581920903955,1,44.91525423728814,76,20.799999999999997
231256,198672,50945,279.6,2.098764051,53616,169,4,31.6,10.7,25.094267824402394,1,42.574462932853635,32584,19.0
76931,69760,49385,292.7,1.276760174,16764,1308,35,40.5,13.9,23.7498537650622,2,31.299476153956142,7171,24.15
7508,7103,35446,230.9,0.176425487,1799,708,17,40.4,16.9,26.398508257858282,1,25.332978156632922,405,29.55
62342,57786,49341,227.6,2.976308816,15902,670,16,37.1,13.1,26.896795098007765,1,41.58191909146322,4556,14.25
5134,4601,52401,239.2,0.247483502,1335,136,27,38.3,11.0,25.96416049863654,2,32.21659524737047,533,12.95
14288,9013,46332,265.2,0.145567806,4326,36,9,37.0,15.9,31.50195968645017,2,37.24804031354983,5275,27.55
859064,655231,88384,224.8,15.65371397,106598,1542,43,34.7,9.0,15.101552387249379,3,45.56051702783495,203833,7.65
4326,3990,49073,206.7,0.137139023,1263,130,36,34.6,12.3,28.779472954230233,1,38.69625520110957,336,16.05
20468,19570,33701,230.9,0.480963888,5282,439,17,42.9,18.1,28.493257768223568,1,24.71174516318155,898,34.3
41179,26873,38998,206.7,1.305420206,9667,1351,36,38.6,16.4,25.13174190728284,3,29.00507540251099,14306,27.95
14520,8300,45385,229.5,0.19706038,4258,7,40,37.6,16.4,31.267217630853995,2,35.66115702479339,6220,27.25
37639,35405,66597,284.4,0.552425148,8553,491,13,33.9,9.9,24.081404925741918,1,40.91235155025373,2234,10.149999999999999
69087,65976,44366,253.1,1.173558828,18918,31,42,36.2,15.4,28.860711856065542,1,29.406400625298534,3111,23.15
23047,22254,47737,230.8,0.454611396,6065,28,14,38.7,15.2,27.478630624376276,1,27.9428992927496,793,20.049999999999997
13044,12681,47314,284.4,0.191445937,3320,31,13,34.7,11.9,26.98558724317694,1,31.355412450168664,363,19.35
36810,32690,52079,224.8,0.670745382,8258,718,43,38.3,13.9,24.615593588698722,2,31.347459929367023,4120,20.700000000000003
103670,100110,58738,273.1,2.064447742,22817,29,25,36.6,11.0,24.47574032989293,1,37.802643001832735,3560,12.649999999999999
15113,14516,48413,287.0,0.217716137,4031,873,22,36.1,13.4,28.313372593131742,1,32.21729636736585,597,20.700000000000003
7032,6302,44821,224.8,0.128135874,1985,1617,43,38.0,17.1,29.266211604095567,2,30.631399317406142,730,25.45
22869,21024,56535,240.4,1.477534897,5565,1471,41,33.6,10.4,25.98277143731689,1,40.115440115440116,1845,11.35
5229,4480,49732,240.4,0.337838558,1351,1440,41,35.3,11.6,26.601644673933833,2,38.64983744501817,749,20.049999999999997
749,698,64633,224.8,0.013648147,185,1596,43,34.7,14.4,32.04272363150868,1,29.23898531375167,51,15.4
19102,18188,52332,230.8,0.376794676,4691,52,14,34.7,13.0,25.850696262171503,1,30.153910585279025,914,15.45
17903,17280,44756,255.0,0.19310568,5605,1250,33,32.8,14.2,33.25699603418422,1,37.786963078813606,623,24.8
8924,8374,38318,207.6,0.260569874,3095,50,3,33.9,15.9,35.051546391752574,1,31.342447333034514,550,31.0
18760,17716,44230,224.8,0.341841439,3234,1541,43,39.0,14.5,17.782515991471215,1,22.96908315565032,1044,25.0
3093,2983,44121,227.6,0.147664867,974,564,16,34.9,13.5,33.39799547365018,1,45.52214678305852,110,19.35
27611,26837,51560,230.8,0.544638142,6079,552,14,37.3,13.5,22.871319401687735,1,26.916808518344137,774,20.45
137640,117366,48040,224.8,2.508052009,25874,334,43,33.4,11.2,19.659256030223773,2,35.13513513513514,20274,22.4
26804,25866,61433,224.8,0.4884178,9675,1559,43,33.9,14.0,37.54290404417251,1,42.20265631995225,938,15.149999999999999
22895,20377,43776,273.1,0.455922939,5380,154,25,36.8,12.8,24.93120768726796,2,29.683336973138243,2518,19.25
543557,487891,66270,320.5,8.445954263,122633,1089,38,32.0,11.1,24.334522414392605,2,32.560522631481156,55666,10.05
309461,266758,59265,292.7,5.135868248,71677,1299,35,35.2,13.7,25.318860858072583,2,39.63439657985982,42703,20.3
26940,25488,48578,263.4,0.835426551,7414,257,48,37.9,14.6,28.481811432813657,1,30.378619153674833,1452,19.75
20156,13333,34446,260.3,0.683404085,4672,29,18,40.9,16.7,24.58325064496924,2,22.191903155387973,6823,38.7
3741,3471,65273,224.8,0.068167848,608,1614,43,39.3,13.8,16.86714782143812,1,25.2071638599305,270,13.4
32661,31466,52936,284.4,0.479363366,8376,490,13,35.7,11.5,27.10266066562567,1,34.15388383699213,1195,16.799999999999997
2987,2783,52308,279.6,0.027108521,986,209,4,28.0,13.3,41.01104787412119,1,52.02544358888517,204,17.9
57781,28865,39104,217.1,1.193951518,10680,56,0,38.3,15.6,20.423668680015922,2,34.39192814246898,28916,32.1
1614714,1267061,100374,449.5,17.54577451,319971,280,21,21.0,7.5,21.33374702888561,3,50.869070312141965,347653,7.6
51736,47215,41929,217.1,1.069041307,13441,35,0,36.9,15.4,27.66932116901191,1,29.994587907839804,4521,24.85
11879,10332,46218,228.7,0.163739635,2692,393,10,33.1,13.8,24.143446418048658,2,24.177119286135195,1547,24.549999999999997
43247,38466,52588,224.8,0.788039271,7589,701,43,37.8,14.6,20.332046153490417,2,25.400605822369183,4781,20.85
20187,17739,49208,224.8,0.367843984,5292,1543,43,38.0,15.5,26.517065438153264,2,30.118393025214246,2448,25.1
16811,13274,36573,207.6,0.490860617,4039,35,3,38.8,15.4,24.739753732675034,2,27.731842246148354,3537,30.299999999999997
5673,5552,51305,302.7,0.128399219,1776,138,23,33.4,11.7,32.310946589106294,1,37.6872906751278,121,11.350000000000001
124714,113544,112335,306.5,1.147951399,30279,1128,30,28.4,9.1,26.77405904709976,1,52.393476273714256,11170,3.8
22980,21283,46764,224.8,0.418737541,4565,1569,43,36.6,13.5,20.42645778938207,1,30.848563968668408,1697,28.1
394855,340200,59587,265.2,4.022828658,120595,317,9,27.9,13.4,34.91382912714794,2,41.369616694736045,54655,16.75
26748,26096,38966,263.2,0.301467828,7582,56,46,34.2,14.0,29.762972932555705,1,32.64917003140422,652,20.85
65818,59795,40416,292.7,1.092326905,11147,1284,35,33.4,10.3,18.72588045823331,1,30.44759792154122,6023,25.55
22996,21654,56946,227.6,1.097866567,5525,683,16,39.9,12.6,26.33936336754218,1,39.5938424073752,1342,15.649999999999999
33044,31277,44132,253.1,0.561307886,7787,1493,42,38.7,15.0,25.25420651252875,1,27.469434693136424,1767,26.25
6254,5930,36592,273.1,0.124539946,1916,1018,25,35.9,14.6,31.228014070994565,1,27.582347297729452,324,31.7
13158,12029,42700,224.8,0.239762775,2865,1585,43,39.9,17.1,22.9594163246694,1,26.326189390484878,1129,27.65
20067,18538,55856,218.2,0.750252602,4736,33,15,36.7,10.6,25.37997707679274,1,37.668809488214485,1529,13.05
26783,21681,73463,263.2,0.301862302,6641,1699,46,33.6,10.7,27.52492252548258,2,47.784042116267784,5102,8.5
8200,7519,38777,285.7,0.128134808,2034,233,5,29.2,14.3,26.26829268292683,1,35.036585365853654,681,27.05
15525,14758,69214,285.7,0.242596695,3858,247,5,21.7,8.7,27.735909822866343,1,50.64090177133656,767,11.3
26505,24073,52269,303.4,0.385806663,6940,1372,37,31.2,12.2,27.858894548198453,1,39.04923599320883,2432,19.299999999999997
28715,26436,57613,230.9,0.674754644,5153,656,17,38.1,12.9,20.755702594462825,1,36.30158453769807,2279,15.05
93152,87566,60904,230.9,2.188916754,19251,703,17,36.2,11.8,22.45040364136036,1,41.279843696324285,5586,14.2
22300,15164,48120,260.3,0.75609799,5211,748,18,39.1,16.0,25.089686098654706,2,20.798206278026907,7136,28.25
7805,7438,36078,207.6,0.227896444,2612,145,3,36.6,15.4,34.88789237668161,1,30.685458039718128,367,32.0
158823,139170,52047,287.0,2.287985842,36118,35,22,36.1,11.3,24.82574941916473,2,39.85883656649226,19653,18.95
20901,19849,56321,224.8,0.380854367,2513,1556,43,38.6,12.7,12.98980910004306,1,16.95612650112435,1052,22.15
85063,81501,50805,320.5,1.321734809,22995,122,38,36.6,12.5,28.126212336738654,1,30.303422169450876,3562,18.55
522046,446751,99224,320.5,8.111709791,109411,1382,38,25.1,9.2,22.99107741463396,3,48.22257042482846,75295,7.449999999999999
12841,7343,39907,217.1,0.265338631,3759,11,0,42.9,19.2,30.46491706253407,2,31.742076162292655,5498,30.65
33304,26957,56627,386.0,0.275571357,6877,808,20,40.1,14.6,23.147369685323085,2,29.053567139082393,6347,19.25
1377,1341,45737,240.4,0.088966092,487,703,41,30.4,11.4,38.70733478576616,1,40.95860566448802,36,13.55
17650,14760,70093,240.4,1.140342426,4017,1331,41,31.6,9.9,24.203966005665723,2,44.40793201133145,2890,11.9
1708,1594,58838,303.4,0.02486164,536,678,37,33.2,13.0,34.60187353629976,1,42.33021077283372,114,16.6
4212,3877,43053,284.4,0.061819249,1604,150,13,33.5,13.0,37.58309591642925,2,41.90408357075024,335,26.9
19386,7690,38121,191.3,0.642623379,4730,13,24,45.4,17.9,25.771175074796243,2,33.02383163107397,11696,34.1
307412,266146,50377,224.8,5.601607702,49312,1592,43,32.2,11.0,17.515906991269045,2,34.35910114113958,41266,19.8
708009,558736,51354,265.2,7.213278026,169578,149,9,33.2,13.7,26.3053153279125,2,32.21329107398353,149273,23.5
95273,86386,72277,237.6,4.888513927,18957,1256,34,34.2,8.7,22.333714693564808,1,46.899961164233304,8887,6.7
37320,30858,44302,253.1,0.633942934,8344,1479,42,35.6,14.7,23.839764201500536,2,30.916398713826364,6462,25.8
10714,10303,53661,247.1,0.56479448,3544,1031,26,26.6,10.9,35.63561694978532,1,49.07597535934292,411,14.3
36804,35558,54581,292.7,0.610805546,9106,1281,35,35.7,13.1,26.160199978263233,1,32.015541788935984,1246,13.7
1383,1334,44704,285.7,0.021611029,370,251,5,25.9,10.9,31.019522776572668,1,39.840925524222705,49,19.5
61537,54070,80063,279.6,0.558479103,10074,199,4,28.3,10.6,18.510814631847506,1,34.09005963891643,7467,11.600000000000001
13747,4334,37719,247.1,0.724680765,2288,1039,26,38.7,16.3,17.69113261075144,2,27.620571761111517,9413,34.65
35631,34031,52510,367.1,0.796478998,10413,1675,45,27.9,11.3,31.040386180573098,1,44.94120288512812,1600,15.25
18529,11020,38249,265.2,0.188775607,4779,44,9,38.5,16.7,27.648550920179176,2,30.89751200820336,7509,32.3
17276,15073,47508,253.1,0.2934619,3805,1382,42,38.5,12.8,23.02616346376476,2,28.988191711044227,2203,21.2
84254,74456,52565,375.1,0.715690023,21007,1162,32,34.3,12.1,26.217152894818053,2,38.63436750777411,9798,19.0
44753,38350,47357,284.4,0.656836862,13432,529,13,38.9,12.7,30.31752061314325,2,40.67436819877997,6403,19.5
13006,12217,58644,216.2,0.222176739,2764,1664,44,36.5,11.2,23.535291403967403,1,34.42257419652468,789,13.95
289615,56781,46059,228.7,3.992040953,36959,360,10,40.6,15.3,14.377363050946949,3,30.791568116292318,232834,27.6
98105,84656,57464,218.2,3.66788915,14980,618,15,28.4,7.3,16.700473981958105,2,40.584068090311405,13449,7.45
25315,21170,41281,191.3,0.839162841,6023,976,24,40.3,15.2,24.396602804661267,2,30.199486470472053,4145,26.700000000000003
1753893,958219,46440,287.0,25.26638052,362535,439,22,34.9,13.6,21.915247965525833,2,37.55058033756906,795674,31.85
10712,10399,60859,218.2,0.40049364,3061,389,15,34.8,10.6,30.349141150112025,1,41.066094100074686,313,10.85
77781,70425,64992,230.8,1.534261683,16661,379,14,30.6,11.3,22.87448091436212,2,40.66931512837325,7356,14.35
29503,25504,48024,253.1,0.501158049,7499,1481,42,35.2,14.5,27.04131783208487,2,28.841134799850863,3999,21.95
325695,252907,88960,375.1,2.766594606,66379,1175,32,26.0,11.2,21.35894011268211,3,40.88518399115737,72788,22.65
429899,319221,47865,292.7,7.134678114,92861,602,35,37.3,12.6,23.063789401696678,2,40.375530066364426,110678,24.2
3758,3619,54774,224.8,0.068477619,904,1632,43,35.7,14.1,25.651942522618416,1,32.06492815327302,139,22.6
4894,4262,50728,206.7,0.155145256,1226,1327,36,34.4,13.5,25.071516142214957,2,35.002043318348996,632,15.3
32120,27214,42479,227.6,1.533461217,8712,50,16,39.3,14.1,26.91780821917808,3,41.257783312577835,4906,27.9
10014,9660,54213,216.2,0.171065498,2278,1662,44,34.7,11.9,24.10625124825245,1,37.906930297583386,354,15.600000000000001
1955,1895,42431,239.2,0.094240406,704,695,27,36.0,12.7,38.36317135549872,1,40.767263427109974,60,24.55
196584,163961,60349,264.9,4.497353777,42061,1818,49,39.4,10.6,23.465795792129573,2,39.501688845480814,32623,16.950000000000003
4921,4735,47068,224.8,0.089669601,1716,605,43,35.3,15.9,35.866693761430604,1,34.68807153017679,186,23.65
94031,91122,84093,292.7,1.56055473,23672,1294,35,33.7,11.7,28.079037764141614,1,44.600185045357385,2909,6.4
6199,2782,33053,228.7,0.085446755,1209,422,10,40.6,17.4,20.954992740764638,2,21.600258106146153,3417,39.4
11212,10807,35156,224.8,0.204303103,2513,300,43,41.6,19.6,23.144844809133073,1,23.314306100606494,405,36.25
10740,10097,53326,278.8,0.131121766,3325,138,47,35.0,12.1,34.45065176908753,1,44.2364990689013,643,15.35
26575,14461,38441,228.7,0.36630868,5831,369,10,32.1,16.2,22.566321730950143,2,30.46848541862653,12114,34.75
3861,3360,44911,192.6,0.099044697,1252,473,12,33.9,14.9,34.88733488733489,2,41.41414141414141,501,21.9
1986049,1675380,54210,224.8,36.18943754,307269,1510,43,37.7,13.4,17.039206988347217,2,36.13133412116217,310669,22.85
71604,56489,54478,206.7,2.269926623,16589,1326,36,35.1,13.1,24.270990447461035,3,31.168649796100777,15115,18.75
16535,15971,39776,263.4,0.512760877,4433,2,48,39.3,15.8,26.997278500151197,1,27.142425158754158,564,25.950000000000003
21199,20663,59724,218.2,0.792575119,4777,585,15,37.4,10.3,24.397377234775224,1,36.36964007736214,536,14.45
6900,3887,32922,207.6,0.201471552,2254,49,3,41.5,19.8,31.217391304347824,2,25.2463768115942,3013,39.5
1587,377,49403,276.9,0.045192952,189,81,1,35.9,14.5,15.942028985507244,3,23.377441713925645,1210,24.45
35185,33438,56803,239.2,1.696086288,8746,138,27,41.2,11.1,26.519823788546255,1,43.58959783998863,1747,12.75
22612,14192,37574,228.7,0.311682855,4782,376,10,37.7,16.3,22.315584645321067,2,23.819211038386698,8420,33.95
828431,503788,75836,386.0,6.854787862,186412,806,20,31.6,12.0,23.86028528628214,3,44.99300484892525,324643,13.0
892697,671681,73037,352.1,7.995796975,201242,278,6,28.8,10.3,23.697402366088383,3,43.65837456606217,221016,15.15
692310,549909,86108,284.4,10.16098871,116816,534,13,33.3,9.7,18.757493030578786,3,41.56245034738773,142401,8.25
26427,15313,58205,260.3,0.896026977,4884,790,18,35.7,13.1,20.024974457940743,2,30.33639838044424,11114,19.6
28383,26538,41262,255.0,0.306145256,9952,9,33,34.9,15.0,38.32223514075327,1,38.63227988584716,1845,26.85
207346,193767,63119,320.5,3.221805317,55472,64,38,36.5,11.2,28.274478408071534,1,39.24647690334031,13579,10.2
131349,123234,57939,253.1,2.231183558,32770,4,42,37.2,12.5,27.235076018850545,1,37.95613213652179,8115,13.15
22039,21615,35685,253.1,0.374369462,4657,155,42,36.9,14.9,23.12264621806797,1,22.795952629429646,424,25.200000000000003
28666,26982,47733,292.7,0.475745891,6536,28,35,39.6,13.4,24.464522430754204,1,26.52619828368102,1684,21.6
164572,148294,74240,367.1,3.678766851,31691,1677,45,22.5,7.5,21.2648567192475,1,48.37396397929174,16278,7.9
8843,8226,48780,224.8,0.161135599,1896,1574,43,35.6,13.0,22.82030984959855,1,27.80730521316295,617,20.85
16378,10838,44424,217.1,0.338425053,4103,64,0,34.9,17.3,26.291366467212114,3,26.083770912199295,5540,25.15
85234,76438,62389,303.4,1.240665729,18539,149,37,30.3,10.6,23.986906633503065,1,40.663350306215825,8796,12.95
173588,140786,49960,287.0,2.500688731,37993,876,22,38.6,13.4,24.022397861603338,2,38.1633523054589,32802,21.45
6490,4600,34306,207.6,0.189500054,1975,164,3,37.3,17.5,29.92295839753467,2,27.288135593220336,1890,35.7
66470,60898,102136,230.9,1.561934222,11255,734,17,35.6,10.3,18.88671581164435,1,47.16262975778547,5572,4.5
17698,11175,54016,228.7,0.243948486,6034,31,10,33.5,18.0,37.81783252344898,2,35.43338230308509,6523,34.4
23081,21971,99087,207.9,1.158570422,4298,481,50,19.4,7.2,22.100428924223387,1,60.37000129977037,1110,6.300000000000001
50592,48800,43755,330.2,1.285208353,13707,801,19,34.0,12.5,29.052024035420622,1,35.28225806451613,1792,20.0
16249,15754,74794,218.2,0.607507576,3468,44,15,37.2,9.3,23.681457320450487,1,39.048556834266726,495,7.25
6411,6066,58234,253.1,0.108901612,1856,1226,42,35.4,13.9,29.68335673061925,1,30.978006551240057,345,13.55
8566,8173,54165,207.9,0.429977654,2755,1015,50,29.9,11.5,33.38781228111137,1,41.44291384543544,393,16.25
15150,14045,60239,302.7,0.342895851,3493,939,23,34.2,10.3,24.917491749174918,1,39.81518151815182,1105,10.899999999999999
2895,2751,47317,224.8,0.052752184,711,1625,43,37.0,14.2,25.25043177892919,1,37.65112262521589,144,22.5
5190,4364,43819,239.2,0.250182971,1703,677,27,35.2,13.8,34.66281310211946,2,39.98073217726397,826,25.25
24644,23591,42190,230.9,0.579092929,5718,138,17,38.7,16.5,24.849862035383865,1,23.620353838662556,1053,28.299999999999997
15128,14694,60896,230.8,0.298405918,3910,572,14,34.6,12.9,28.298519301956638,1,34.09571655208884,434,10.45
18507,14298,42781,228.7,0.255099708,4208,338,10,36.1,16.3,23.974712271032583,2,24.061166045280164,4209,32.8
20027,18815,56168,285.7,0.312945829,6312,230,5,23.6,9.7,34.30369001847506,1,49.92260448394667,1212,13.399999999999999
3828,3375,31557,285.7,0.059817079,1272,234,5,30.4,18.4,37.434691745036574,2,38.4012539184953,453,35.849999999999994
26158,21487,50180,285.7,0.408750038,7299,259,5,24.9,11.4,30.403700588730025,2,41.8457068583225,4671,28.65
37830,36428,59983,264.9,0.865456463,10126,1813,49,37.5,10.7,28.778747026169704,1,34.195083267248215,1402,12.2
2464,2392,60695,216.2,0.04209161,491,1666,44,30.4,10.8,24.675324675324674,1,37.17532467532468,72,11.0
6468,6294,52292,239.2,0.31178872,1788,133,27,38.0,10.9,28.432282003710576,1,38.18800247371676,174,11.8
10737,10127,47623,230.9,0.252301606,2153,115,17,39.1,15.4,21.672720499208346,1,23.89866815684083,610,24.55
15449,7302,42982,216.2,0.263909614,2833,271,44,37.6,15.4,19.515826267072303,2,30.597449673118,8147,25.65
8802,7723,61764,263.2,0.09920442,3293,1712,46,29.1,13.5,40.115882753919564,2,45.603271983640084,1079,16.0
14250,12879,66499,279.6,0.129325889,2723,191,4,27.7,9.6,23.635087719298244,1,46.46315789473684,1371,11.399999999999999
4276,4005,40987,224.8,0.077916524,883,1533,43,38.8,15.0,23.199251637043965,1,23.760523854069223,271,24.85
48627,45708,63398,292.7,0.807022097,10525,58,35,34.1,11.8,23.412918748843232,1,31.675817961214964,2919,11.3
23519,18480,43226,224.8,0.428559105,5738,41,43,41.1,15.7,26.45945831030231,2,31.66801309579489,5039,32.25
10225,10001,52122,218.2,0.382285985,2899,598,15,37.1,11.2,29.242053789731052,1,35.99022004889976,224,17.1
19434,18731,69598,207.9,0.975506156,4254,138,50,28.3,10.1,25.553154265719876,1,40.16157250180097,703,8.7
164742,149422,54823,320.5,2.559811385,45796,1319,38,33.8,11.5,29.44118682546042,2,40.5494652244115,15320,16.0
6071,5718,48998,320.5,0.094333048,2237,569,38,34.6,13.8,38.98863449184648,1,33.33882391698238,353,20.6
10206,9900,31118,230.9,0.239823991,2661,491,17,42.6,18.0,26.5236135606506,1,23.770331177738584,306,36.7
13376,12722,51676,207.9,0.671419694,3710,1831,50,32.7,10.7,29.523026315789476,1,44.505083732057415,654,17.1
7937,7412,47573,239.2,0.382601588,2480,1098,27,41.2,12.2,32.66977447398261,1,42.106589391457725,525,16.950000000000003
30623,28736,52910,216.2,0.523121503,5043,1668,44,28.8,10.0,19.047774548541945,1,34.653691669660056,1887,15.850000000000001
26794,25928,57441,230.8,0.528522487,5924,369,14,32.9,12.2,23.363439576024483,1,31.31298051802642,866,14.75
3656,3262,53871,206.7,0.115899276,894,1349,36,34.8,13.9,28.036105032822757,2,35.421225382932164,394,18.1
807252,496569,68743,449.5,8.771746307,125537,830,21,22.2,8.7,16.910332832870033,3,42.728169146685296,310683,24.25
7997,7676,52681,227.6,0.38178983,2413,13,16,36.2,12.3,30.21132924846818,1,44.84181568088033,321,16.65
138159,73867,47949,229.5,1.875045804,30487,1421,40,39.4,14.9,23.396231877764027,2,34.726655520089174,64292,25.450000000000003
10155,9818,59567,227.6,0.484816272,2619,659,16,34.5,11.3,26.50910881339242,1,35.66715903495815,337,10.7
14503,13097,41485,285.7,0.226626722,4307,255,5,28.7,12.9,32.46224918982279,1,42.43260015169275,1406,26.15
11161,3944,28452,260.3,0.378421958,2251,44,18,43.9,18.8,20.580593136815697,2,24.50497267269958,7217,55.349999999999994
35564,24199,44681,191.3,1.178905285,9309,49,24,39.8,15.9,25.98695309863907,2,31.498144190754694,11365,24.5
6709,6550,53632,284.4,0.098467555,2225,502,13,36.5,12.2,34.10344313608585,1,35.5939782381875,159,15.350000000000001
65456,62408,50774,320.5,1.017075269,16359,119,38,34.4,11.2,26.619408457589834,1,31.245416768516254,3048,13.55
943823,742641,91183,352.1,8.4537274,197334,277,6,23.2,8.6,22.3675413716343,3,46.39630523943579,201182,12.45
31363,28738,39388,217.1,0.648065998,7054,29,0,36.0,14.8,22.98568376749673,1,26.499378248254313,2625,29.450000000000003
20299,19356,63401,207.9,1.018925566,3554,1838,50,34.2,10.4,21.153751416325928,1,33.52381890733533,943,11.35
55601,42660,59338,217.1,1.148905321,10523,0,0,35.8,12.9,21.38450747288718,2,37.48673585007464,12941,19.4
132064,108605,47477,224.8,2.406447112,25521,687,43,35.8,13.2,20.596074630482192,2,34.96637993700024,23459,21.549999999999997
5587,4393,48394,240.4,0.360968449,1683,1470,41,31.1,11.5,30.928942187220333,2,35.8689815643458,1194,18.6
3952,3704,51867,206.7,0.125282806,1162,637,36,36.2,14.1,29.90890688259109,1,34.868421052631575,248,17.35
33680,32100,71770,227.6,1.607938163,7544,556,16,34.6,10.2,23.678741092636578,1,42.28919239904988,1580,9.35
4903,4703,53286,237.6,0.251575827,1425,1258,34,35.6,10.6,27.96247195594534,1,42.790128492759536,200,10.2
1358343,1004774,115301,375.1,11.53835465,318040,320,32,25.0,9.9,24.550279274086147,3,47.24359016831537,353569,7.35
5821,4864,37445,206.7,0.184532189,1349,1329,36,37.1,13.9,22.934203745060984,2,34.8393746778904,957,29.25
2935,2795,55159,240.4,0.189626347,884,240,41,30.5,11.2,32.265758091993185,1,35.97955706984668,140,16.2
45591,40398,51161,230.9,1.071312518,10871,502,17,40.6,15.4,24.82946195521046,2,35.853567590094535,5193,21.35
13765,12660,53337,285.7,0.215094589,4283,225,5,23.8,10.3,35.67744278968398,1,50.228841264075555,1105,20.549999999999997
22736,22141,62251,230.8,0.448476795,5422,29,14,33.9,12.7,25.615763546798032,1,31.091660802251937,595,11.0
2356,2316,45221,239.2,0.113570536,760,643,27,35.7,11.5,32.512733446519526,1,42.74193548387097,40,19.1
40497,28523,42205,217.1,0.836805431,11006,61,0,35.0,16.7,29.4688495444107,2,33.58026520482999,11974,32.15
66781,55200,42701,244.8,1.306664319,14360,261,31,31.2,11.8,23.292553271139997,2,36.33668258935925,11581,29.5
10717,10368,47713,230.8,0.211397159,2474,570,14,40.4,14.9,23.933936736026872,1,23.140804329569843,349,29.05
13994,13273,50330,224.8,0.254996221,3649,1521,43,37.1,13.6,28.054880663141347,1,34.57910533085608,721,19.85
21924,18544,55766,302.7,0.496214432,4637,927,23,34.0,12.0,22.56887429301222,3,28.97281517971173,3380,14.05
22752,21297,53413,263.2,0.256430239,7345,1724,46,33.8,13.7,34.07612517580872,1,39.39873417721519,1455,15.6
9753,9016,61929,302.7,0.220743448,2143,682,23,29.6,8.7,22.96729211524659,1,38.254895929457604,737,8.25
14910,13822,46538,263.2,0.16804566,4783,1188,46,35.4,14.3,32.689470154258885,1,34.49362843729041,1088,19.700000000000003
25733,24658,81033,285.7,0.402108904,4914,269,5,20.3,7.2,23.33968056581044,1,54.80511405588155,1075,7.199999999999999
16513,15411,40569,192.6,0.42360142,5638,468,12,27.4,14.2,36.82553139950342,1,40.24707805971053,1102,20.4
29808,22776,44607,228.7,0.410872216,6149,439,10,36.3,14.7,21.900161030595815,2,27.81803542673108,7032,28.2
50923,48961,61794,284.4,0.747393549,12307,521,13,33.7,11.2,25.611216935373015,1,39.373171258566856,1962,10.7
254261,225737,81925,265.2,2.590440636,57092,328,9,26.3,10.3,27.24601885464149,2,47.955054058624796,28524,6.949999999999999
805,790,53369,239.2,0.038804873,289,441,27,36.4,13.3,36.8944099378882,1,48.57142857142857,15,19.700000000000003
13280,11474,56330,227.6,0.634008872,3473,35,16,39.0,12.5,26.031626506024097,2,37.53765060240964,1806,14.3
223499,208456,53381,192.6,5.733330939,36810,462,12,33.4,11.8,18.911494011158887,1,30.56031570611054,15043,14.399999999999999
21847,21144,59117,284.4,0.320646994,5642,504,13,33.3,10.7,27.09296470911338,1,37.88163134526479,703,13.1
21792,20813,44978,273.1,0.433958187,5958,33,25,35.9,14.0,29.12077826725404,1,32.31002202643172,979,23.15
79604,73261,57019,278.8,0.971863786,20549,473,47,31.3,12.5,28.448319179940707,1,39.86231847645847,6343,15.95
45507,42046,43972,255.0,0.490848471,11491,1224,33,33.9,13.3,27.79132880655723,1,36.03621420880304,3461,20.75
26846,25627,39725,224.8,0.489183117,6046,1643,43,40.9,16.1,22.047977352305743,1,28.510765104671087,1219,33.75
29897,28949,49561,330.2,0.759485178,8571,29,19,30.2,11.2,30.832525002508614,1,39.96722079138375,948,19.549999999999997
242922,113621,40467,260.3,8.236450043,54633,753,18,43.6,15.7,23.72695762425799,2,36.477964120170256,129301,36.1
171020,157410,57785,264.9,3.912512935,35586,536,49,36.2,8.9,22.768682025494094,1,39.53280318091451,13610,11.1
7033,6747,29124,230.9,0.165263779,1622,40,17,44.4,18.5,24.854258495663302,1,23.005829660173468,286,43.3
124806,104282,53882,207.6,3.644182393,19658,127,3,32.5,10.4,17.60732657083794,2,36.42292838485329,20524,16.9
337890,271103,71959,224.8,6.156972487,62311,1557,43,34.8,12.7,20.758234928527035,2,40.58746929474089,66787,16.0
27847,24902,43491,253.1,0.473028105,6460,502,42,40.2,15.1,24.99371566057385,2,28.466262074909327,2945,22.75
23660,22757,41156,217.1,0.488895881,6575,66,0,36.1,15.7,28.736263736263734,1,29.62383770076078,903,26.9
14306,9391,43074,206.7,0.453516148,3706,1325,36,38.8,15.7,25.933174891653856,3,33.05606039424018,4915,26.200000000000003
106420,95615,51070,263.4,3.300151952,16742,1787,48,31.2,10.0,17.84626949821462,1,38.75023491824845,10805,13.65
